year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,binary_test,sentiment_score,rough_score
2013,tt1392214,Prisoners,ok,ok,PASS,46000000,61002302,113402302,2013PASS,46000000,61002302,113402302,1,1,1392214,"when keller dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. but just how far will this desperate father go to protect his family?",R,TRUE,English,USA,Aaron Guzikowski,74,8.1,Denis Villeneuve,20 Sep 2013,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello","Crime, Drama, Thriller",Nominated for 1 Oscar. Another 5 wins & 15 nominations.,153 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,178743,NA,1,-4,1
2013,tt0790736,R.I.P.D.,notalk,notalk,FAIL,130000000,33618855,79019947,2013FAIL,130000000,33618855,79019947,1,1,0790736,a recently slain cop joins a team of undead police officers working for the rest in peace department and tries to find the man who murdered him.,PG-13,TRUE,English,USA,"Phil Hay (screenplay), Matt Manfredi (screenplay), David Dobkin (story), Phil Hay (story), Matt Manfredi (story), Peter M. Lenkov (Dark Horse comic)",25,5.6,Robert Schwentke,19 Jul 2013,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker","Action, Comedy, Crime",N/A,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,54542,NA,0,2,1
2013,tt1411250,Riddick,notalk-disagree,notalk,FAIL,38000000,42025135,92425135,2013FAIL,38000000,42025135,92425135,1,1,1411250,"left for dead on a sun-scorched planet, riddick finds himself up against an alien race of predators. activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from riddick's past.",R,TRUE,English,"USA, UK","David Twohy, Jim Wheat (based on characters created by), Ken Wheat (based on characters created by)",49,6.4,David Twohy,06 Sep 2013,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff","Action, Sci-Fi, Thriller",1 nomination.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,74501,NA,0,-5,-2
2013,tt2364841,Runner Runner,nowomen,nowomen,FAIL,30000000,19316646,62616646,2013FAIL,30000000,19316646,62616646,1,1,2364841,"when a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",R,TRUE,English,USA,"Brian Koppelman, David Levien",36,5.6,Brad Furman,04 Oct 2013,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie","Crime, Drama, Thriller",N/A,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX300.jpg,30777,NA,0,-5,-5
2013,tt1702439,Safe Haven,ok,ok,PASS,28000000,71399120,93943623,2013PASS,28000000,71399120,93943623,1,1,1702439,"a young woman with a mysterious past lands in southport, north carolina where her bond with a widower forces her to confront the dark secret that haunts her.",PG-13,TRUE,"English, Portuguese",USA,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)",34,6.7,Lasse Hallström,14 Feb 2013,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati","Drama, Mystery, Romance",2 wins & 6 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,41770,NA,1,-1,-3
2013,tt1408101,Star Trek Into Darkness,notalk-disagree,notalk,FAIL,190000000,228778661,466978661,2013FAIL,190000000,228778661,466978661,1,1,1408101,"after the crew of the enterprise find an unstoppable force of terror from within their own organization, captain kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",PG-13,TRUE,"English, Klingon",USA,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",72,7.9,J.J. Abrams,16 May 2013,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 27 nominations.,132 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,272221,NA,0,-6,-1
2013,tt1572315,Texas Chainsaw 3D,ok-disagree,ok,PASS,20000000,34341945,39093317,2013PASS,20000000,34341945,39093317,1,1,1572315,a young woman travels to texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,R,TRUE,English,USA,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten Elms (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)",NA,4.8,John Luessenhop,04 Jan 2013,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood","Horror, Thriller",2 wins & 6 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,24491,NA,1,2,0
2013,tt0816442,The Book Thief,ok,ok,PASS,19000000,21345525,62045525,2013PASS,19000000,21345525,62045525,1,1,0816442,"while subjected to the horrors of world war ii germany, young liesel finds solace by stealing books and sharing them with others. in the basement of her home, a jewish refugee is being sheltered by her adoptive parents.",PG-13,TRUE,"English, German","USA, Germany","Markus Zusak (novel), Michael Petroni (adaptation)",53,7.7,Brian Percival,27 Nov 2013,"Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann","Drama, War",Nominated for 1 Oscar. Another 3 wins & 10 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,30846,NA,1,-2,-1
2013,tt1911644,The Call,ok,ok,PASS,13000000,51872378,58938768,2013PASS,13000000,51872378,58938768,1,1,1911644,"when a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",R,TRUE,English,USA,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)",51,6.7,Brad Anderson,15 Mar 2013,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund","Crime, Thriller",9 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,59802,NA,1,0,-2
2013,tt1457767,The Conjuring,ok,ok,PASS,20000000,137400141,318000141,2013PASS,20000000,137400141,318000141,1,1,1457767,paranormal investigators ed and lorraine warren work to help a family terrorized by a dark presence in their farmhouse.,R,TRUE,"English, Latin",USA,"Chad Hayes, Carey Hayes",68,7.6,James Wan,19 Jul 2013,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston","Horror, Thriller",4 wins & 8 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,162810,NA,1,-3,-1
2013,tt0481499,The Croods,men-disagree,men,FAIL,135000000,187168425,573068425,2013FAIL,135000000,187168425,573068425,1,1,0481499,"after their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",PG,TRUE,English,USA,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",55,7.3,"Kirk De Micco, Chris Sanders",22 Mar 2013,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 5 wins & 24 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,90775,NA,0,-3,-1
2013,tt2404311,The Family,men,men,FAIL,30000000,36918811,51078541,2013FAIL,30000000,36918811,51078541,1,1,2404311,"the manzoni family, a notorious mafia clan, is relocated to normandy, france under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",R,TRUE,"English, French","USA, France","Luc Besson (screenplay), Michael Caleo (screenplay), Tonino Benacquista (based on the book by)",42,6.4,Luc Besson,13 Sep 2013,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","Comedy, Crime, Thriller",N/A,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,46576,NA,0,-6,-3
2013,tt2005374,The Frozen Ground,nowomen-disagree,nowomen,FAIL,19200000,#N/A,#N/A,2013FAIL,19200000,#N/A,#N/A,1,1,2005374,an alaska state trooper partners with a young woman who escaped the clutches of serial killer robert hansen to bring the murderer to justice. based on actual events.,R,TRUE,English,USA,Scott Walker,37,6.4,Scott Walker,23 Aug 2013,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris","Biography, Crime, History",1 nomination.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0MjAyMjIxMl5BMl5BanBnXkFtZTcwNTQ1NDc2OQ@@._V1_SX300.jpg,22873,NA,0,0,-2
2013,tt2404463,The Heat,ok,ok,PASS,43000000,159581587,230781587,2013PASS,43000000,159581587,230781587,1,1,2404463,an uptight fbi special agent is paired with a foul-mouthed boston cop to take down a ruthless drug lord.,R,TRUE,"English, Spanish, Bulgarian",USA,Katie Dippold,60,6.7,Paul Feig,28 Jun 2013,"Sandra Bullock, Melissa McCarthy, Demian Bichir, Marlon Wayans","Action, Comedy, Crime",3 wins & 8 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA2MDQ2ODM3MV5BMl5BanBnXkFtZTcwNDUzMTQ3OQ@@._V1_SX300.jpg,84789,NA,1,-2,-2
2013,tt1170358,The Hobbit: The Desolation of Smaug,notalk-disagree,notalk,FAIL,250000000,257397516,937397516,2013FAIL,250000000,257397516,937397516,1,1,1170358,"the dwarves, along with bilbo baggins and gandalf the grey, continue their quest to reclaim erebor, their homeland, from smaug. bilbo baggins is in possession of a mysterious and magical ring.",PG-13,TRUE,English,"USA, New Zealand","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",66,8.2,Peter Jackson,13 Dec 2013,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","Adventure, Fantasy",Nominated for 3 Oscars. Another 3 wins & 27 nominations.,161 min,movie,http://ia.media-imdb.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_SX300.jpg,224066,NA,0,-1,1
2013,tt1517260,The Host,dubious-disagree,dubious,FAIL,50000000,26623701,58188384,2013FAIL,50000000,26623701,58188384,1,1,1517260,"when an unseen enemy threatens mankind by taking over their bodies and erasing their memories, melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",PG-13,TRUE,English,USA,"Andrew Niccol (screenplay), Stephenie Meyer (novel)",35,5.9,Andrew Niccol,29 Mar 2013,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","Adventure, Romance, Sci-Fi",1 win & 2 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg,61180,NA,0,3,0
2013,tt1951264,The Hunger Games: Catching Fire,ok,ok,PASS,130000000,424088260,857088260,2013PASS,130000000,424088260,857088260,1,1,1951264,katniss everdeen and peeta mellark become targets of the capitol after their victory in the 74th hunger games sparks a rebellion in the districts of panem.,PG-13,TRUE,English,USA,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",75,7.9,Francis Lawrence,22 Nov 2013,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair","Action, Adventure, Sci-Fi",Nominated for 1 Golden Globe. Another 6 wins & 15 nominations.,146 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,238814,NA,1,-4,1
2013,tt0790628,The Incredible Burt Wonderstone,notalk,notalk,FAIL,32000000,22537881,24255957,2013FAIL,32000000,22537881,24255957,1,1,0790628,"when a street magician's stunts begins to make their show look stale, superstar magicians burt wonderstone and anton marvelton look to salvage on their act - and their friendship - by staging their own daring stunt.",PG-13,TRUE,English,USA,"Jonathan M. Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan M. Goldstein (story), John Francis Daley (story)",44,5.9,Don Scardino,15 Mar 2013,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",Comedy,1 win & 3 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,44758,NA,0,2,-1
2013,tt2034139,The Last Exorcism Part II,ok,ok,PASS,4000000,15179303,18541236,2013PASS,4000000,15179303,18541236,1,1,2034139,"as nell sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",PG-13,TRUE,English,USA,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)",35,3.9,Ed Gass-Donnelly,01 Mar 2013,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen","Drama, Horror, Thriller",1 win & 1 nomination.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5MjkxMjUxMF5BMl5BanBnXkFtZTcwODk5ODUwOQ@@._V1_SX300.jpg,9373,NA,1,-6,-2
2013,tt1538403,The Mortal Instruments: City of Bones,ok-disagree,ok,PASS,60000000,31165421,75965567,2013PASS,60000000,31165421,75965567,1,1,1538403,"when her mother disappears, clary fray learns that she descends from a line of warriors who protect our world from demons. she joins forces with others like her and heads into a dangerous alternate new york called downworld.",PG-13,TRUE,English,"USA, Germany, Canada","Jessica Postigo (screenplay), Cassandra Clare (based on the novel by)",33,6,Harald Zwart,21 Aug 2013,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West","Action, Adventure, Drama",5 wins & 3 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,63524,NA,1,0,0
2013,tt2184339,The Purge,dubious,dubious,FAIL,3000000,64473115,91100541,2013FAIL,3000000,64473115,91100541,1,1,2184339,"in the future, a wealthy family is held hostage for harboring the target of a murderous syndicate during the purge, a 12-hour period in which any and all crime is legalized.",R,TRUE,English,"USA, France",James DeMonaco,41,5.5,James DeMonaco,07 Jun 2013,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane","Horror, Sci-Fi, Thriller",2 nominations.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU0OTE1Nzk2NF5BMl5BanBnXkFtZTcwMjE5NDY0OQ@@._V1_SX300.jpg,68599,NA,0,-4,-3
2013,tt2017020,The Smurfs 2,ok,ok,PASS,110000000,71017784,348545841,2013PASS,110000000,71017784,348545841,1,1,2017020,"the smurfs team up with their human friends to rescue smurfette, who has been kidnapped by gargamel since she knows a secret spell that can turn the evil sorcerer's newest creation - creatures called the naughties - into real smurfs.",PG,TRUE,"English, French",USA,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",34,5.4,Raja Gosnell,31 Jul 2013,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","Animation, Comedy, Family",8 nominations.,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkyNDUxODg3MV5BMl5BanBnXkFtZTcwNjE5OTY2OQ@@._V1_SX300.jpg,16291,NA,1,-1,-1
2013,tt1758795,The To Do List,ok,ok,PASS,1500000,3491669,3491669,2013PASS,1500000,3491669,3491669,1,1,1758795,"feeling pressured to become more sexually experienced before she goes to college, brandy klark makes a list of things to accomplish before hitting campus in the fall.",R,TRUE,English,USA,Maggie Carey (screenplay),61,5.8,Maggie Carey,26 Jul 2013,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",Comedy,N/A,104 min,movie,http://ia.media-imdb.com/images/M/MV5BODg4ODYxMTk2NV5BMl5BanBnXkFtZTcwNzYxMTI5OQ@@._V1_SX300.jpg,14790,NA,1,1,0
2013,tt1727388,The Way Way Back,ok-disagree,ok,PASS,5000000,21502690,26161443,2013PASS,5000000,21502690,26161443,1,1,1727388,"shy 14-year-old duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. having a rough time fitting in, duncan finds an unexpected friend in owen, manager of the water wizz water park.",PG-13,TRUE,English,USA,"Nat Faxon, Jim Rash",68,7.5,"Nat Faxon, Jim Rash",26 Jul 2013,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb","Comedy, Drama",3 wins & 17 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BNTU5ODk5NDg0Nl5BMl5BanBnXkFtZTcwNzQwMjI1OQ@@._V1_SX300.jpg,60520,NA,1,-1,-3
2013,tt0993846,The Wolf of Wall Street,notalk-disagree,notalk,FAIL,100000000,115702857,365702857,2013FAIL,100000000,115702857,365702857,1,1,0993846,"based on the true story of jordan belfort, from his rise to a wealthy stockbroker living the high life to his fall involving crime, corruption and the federal government.",R,TRUE,"English, French",USA,"Terence Winter (screenplay), Jordan Belfort (book)",75,8.5,Martin Scorsese,25 Dec 2013,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey","Biography, Comedy, Crime",Nominated for 5 Oscars. Another 17 wins & 62 nominations.,180 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,256980,NA,0,1,-2
2013,tt1430132,The Wolverine,ok,ok,PASS,115000000,132556852,416456852,2013PASS,115000000,132556852,416456852,1,1,1430132,"when wolverine is summoned to japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",PG-13,TRUE,"English, Japanese","USA, UK","Mark Bomback (screenplay), Scott Frank (screenplay)",60,6.8,James Mangold,26 Jul 2013,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","Action, Adventure, Fantasy",1 win & 5 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,187381,NA,1,-2,-3
2013,tt1981115,Thor: The Dark World,dubious-disagree,dubious,FAIL,170000000,204674790,631674790,2013FAIL,170000000,204674790,631674790,1,1,1981115,"when jane foster is possessed by a great power, thor must protect her from a new threat of old times: the dark elves.",PG-13,TRUE,English,USA,"Christopher Yost (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), Don Payne (story), Robert Rodat (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)",54,7.3,Alan Taylor,08 Nov 2013,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins","Action, Adventure, Fantasy",10 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,195634,NA,0,-1,-1
2013,tt1924429,Trance,nowomen,nowomen,FAIL,16000000,2322593,22594052,2013FAIL,16000000,2322593,22594052,1,1,1924429,an art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,R,TRUE,"English, French","UK, France","Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",61,7,Danny Boyle,27 Mar 2013,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani","Crime, Drama, Mystery",4 wins & 2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,60795,NA,0,-6,0
