...1,id,year,imdbid,rating,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Documentary,Short,Animation,Sport,Action,Comedy,Romance,NA,Western,Music,History,Horror,Family,Fantasy,Drama,Crime,Adventure,Biography,Mystery,Sci-Fi,War,Thriller,Musical,Film-Noir,Adult,Talk-Show,News,binary
122,7215,1906,1260944,0,tt1260944,short,The Consequences of Feminism,Les résultats du féminisme,0,1906,\N,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
123,5223,1907,215737,0,tt0215737,short,The Eclipse: Courtship of the Sun and Moon,L'éclipse du soleil en pleine lune,0,1907,\N,9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
124,5615,1907,215817,0,tt0215817,short,Good Glue Sticks,La colle universelle,0,1907,\N,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
125,6231,1908,1802750,0,tt1802750,short,Unusual Cooking,Cuisine abracadabrante,0,1908,\N,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
126,4409,1909,1009,2,tt0001009,short,"Princess Nicotine; or, the Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",0,1909,\N,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
127,5635,1909,127948,0,tt0127948,short,The Devilish Tenant,Le locataire diabolique,0,1909,\N,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
128,6211,1909,277596,1,tt0277596,short,Le baromètre de la fidélité,Le baromètre de la fidélité,0,1915,\N,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
129,1464,1910,232821,3,tt0232821,short,Tilly the Tomboy Visits the Poor,Tilly the Tomboy Visits the Poor,0,1910,\N,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
130,4983,1910,486978,0,tt0486978,short,The Automatic Moving Company,Mobilier fidèle,0,1910,\N,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
131,5685,1910,1515725,0,tt1515725,short,A Trip to Mars,A Trip to Mars,0,1910,\N,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0
132,2003,1912,2101,2,tt0002101,movie,Cleopatra,Cleopatra,0,1912,\N,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
133,2005,1912,2281,0,tt0002281,short,The Invaders,The Invaders,0,1912,\N,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
134,5357,1912,277865,0,tt0277865,short,L'âne jaloux,L'âne jaloux,0,1912,\N,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
135,5364,1913,3512,0,tt0003512,short,The Voyage of the Bourrichon Family,Le voyage de la famille Bourrichon,0,1913,\N,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
136,5915,1913,3424,0,tt0003424,short,Suspense,Suspense,0,1913,\N,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
137,4457,1914,3973,2,tt0003973,movie,A Florida Enchantment,A Florida Enchantment,0,1914,\N,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
138,1258,1915,4972,2,tt0004972,movie,The Birth of a Nation,The Birth of a Nation,0,1915,\N,195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0
139,2008,1916,6745,3,tt0006745,movie,Gretchen the Greenhorn,Gretchen the Greenhorn,0,1916,\N,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
140,2014,1916,279914,3,tt0279914,movie,Lady Windermere's Fan,Lady Windermere's Fan,0,1916,\N,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
141,5368,1916,7507,0,tt0007507,short,The Vagabond,The Vagabond,0,1916,\N,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
142,5944,1916,6864,0,tt0006864,movie,Intolerance,Intolerance: Love's Struggle Throughout the Ages,0,1916,\N,163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
143,7004,1916,7361,3,tt0007361,movie,Snow White,Snow White,0,1916,\N,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
144,1981,1917,8652,3,tt0008652,movie,A Tale of Two Cities,A Tale of Two Cities,0,1917,\N,70,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
145,1993,1917,8499,3,tt0008499,movie,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,0,1917,\N,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
146,1994,1917,8443,3,tt0008443,movie,The Poor Little Rich Girl,The Poor Little Rich Girl,0,1917,\N,78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
147,2015,1917,8519,0,tt0008519,movie,A Romance of the Redwoods,A Romance of the Redwoods,0,1917,\N,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
148,2019,1917,8489,2,tt0008489,movie,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",0,1917,\N,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0
149,1996,1918,9682,3,tt0009682,movie,Tarzan of the Apes,Tarzan of the Apes,0,1918,\N,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
150,2007,1918,9652,3,tt0009652,movie,Stella Maris,Stella Maris,0,1918,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
151,5441,1918,8844,0,tt0008844,short,Are Crooks Dishonest?,Are Crooks Dishonest?,0,1918,\N,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
152,7108,1918,10281,3,tt0010281,movie,I Don't Want to Be a Man,Ich möchte kein Mann sein,0,1918,\N,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
153,2018,1919,10879,3,tt0010879,movie,When the Clouds Roll by,When the Clouds Roll By,0,1919,\N,85,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
154,2588,1919,9968,0,tt0009968,movie,Broken Blossoms,Broken Blossoms or The Yellow Man and the Girl,0,1919,\N,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
155,1306,1920,10323,0,tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,\N,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0
156,1991,1920,11588,3,tt0011588,movie,Pollyanna,Pollyanna,0,1920,\N,58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
157,5948,1920,11870,3,tt0011870,movie,Within Our Gates,Within Our Gates,0,1920,\N,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
158,1263,1921,12532,3,tt0012532,movie,Orphans of the Storm,Orphans of the Storm,0,1921,\N,150,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
159,3945,1921,12349,0,tt0012349,movie,The Kid,The Kid,0,1921,\N,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
160,4204,1921,11979,3,tt0011979,movie,The Blot,The Blot,0,1921,\N,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
161,5898,1921,12364,2,tt0012364,movie,The Phantom Carriage,Körkarlen,0,1921,\N,107,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
162,1307,1922,13442,2,tt0013442,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",0,1922,\N,94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
163,1631,1922,13496,2,tt0013496,movie,Phantom,Phantom,0,1922,\N,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
164,1778,1922,13428,2,tt0013428,movie,Nathan der Weise,Nathan der Weise,0,1922,\N,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
165,2001,1922,13367,1,tt0013367,movie,The Man from Beyond,The Man from Beyond,0,1922,\N,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,0
166,3800,1922,13257,3,tt0013257,movie,Häxan,Häxan,0,1922,\N,91,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
167,5361,1922,12543,0,tt0012543,short,The Paleface,The Paleface,0,1922,\N,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
168,5901,1922,13427,1,tt0013427,movie,Nanook of the North,Nanook of the North,0,1922,\N,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
169,5958,1922,13140,3,tt0013140,movie,Foolish Wives,Foolish Wives,0,1922,\N,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
170,5967,1922,13086,3,tt0013086,movie,"Dr. Mabuse, the Gambler","Dr. Mabuse, der Spieler",0,1922,\N,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,1
171,1961,1923,14429,0,tt0014429,movie,Safety Last!,Safety Last!,0,1923,\N,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0
172,1967,1923,14611,0,tt0014611,movie,Why Worry?,Why Worry?,0,1923,\N,63,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
173,1998,1923,14469,2,tt0014469,movie,The Silent Command,The Silent Command,0,1923,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
174,5888,1923,13626,3,tt0013626,short,The Smiling Madame Beudet,La souriante Madame Beudet,0,1923,\N,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
175,5949,1923,14341,0,tt0014341,movie,Our Hospitality,Our Hospitality,0,1923,\N,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0
176,8947,1923,14624,2,tt0014624,movie,A Woman of Paris: A Drama of Fate,A Woman of Paris: A Drama of Fate,0,1923,\N,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
177,1337,1924,15175,2,tt0015175,movie,Die Nibelungen: Siegfried,Die Nibelungen: Siegfried,0,1924,\N,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
178,1338,1924,15174,2,tt0015174,movie,Die Nibelungen: Kriemhild's Revenge,Die Nibelungen: Kriemhilds Rache,0,1924,\N,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
179,1264,1924,15400,0,tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,\N,155,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
180,1960,1924,15498,0,tt0015498,movie,Wild Oranges,Wild Oranges,0,1924,\N,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
181,2009,1924,15163,0,tt0015163,movie,The Navigator,The Navigator,0,1924,\N,59,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
182,2011,1924,15324,0,tt0015324,movie,Sherlock Jr.,Sherlock Jr.,0,1924,\N,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
183,2016,1924,14945,0,tt0014945,movie,Girl Shy,Girl Shy,0,1924,\N,87,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
184,2020,1924,15116,3,tt0015116,movie,Manhandled,Manhandled,0,1924,\N,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
185,2413,1924,1764657,0,tt1764657,movie,The Great White Silence,The Great White Silence,0,1922,\N,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
186,6209,1924,13845,0,tt0013845,short,Help!,Au secours!,0,1924,\N,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0
187,8458,1924,15881,3,tt0015881,movie,Greed,Greed,0,1924,\N,140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
188,1305,1925,16220,2,tt0016220,movie,The Phantom of the Opera,The Phantom of the Opera,0,1925,\N,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
189,1308,1925,15648,0,tt0015648,movie,Battleship Potemkin,Bronenosets Potemkin,0,1925,\N,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
190,1309,1925,15864,0,tt0015864,movie,The Gold Rush,The Gold Rush,0,1925,\N,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
191,1978,1925,15863,0,tt0015863,movie,Go West,Go West,0,1925,\N,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
192,2012,1925,15841,0,tt0015841,movie,The Freshman,The Freshman,0,1925,\N,77,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
193,3077,1925,16332,0,tt0016332,movie,Seven Chances,Seven Chances,0,1925,\N,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
194,5514,1925,16039,2,tt0016039,movie,The Lost World,The Lost World,0,1925,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0
195,5962,1925,15624,2,tt0015624,movie,The Big Parade,The Big Parade,0,1925,\N,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0
196,5991,1925,15361,0,tt0015361,movie,Strike,Stachka,0,1925,\N,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
197,1334,1926,17449,1,tt0017449,movie,The Temptress,The Temptress,0,1926,\N,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
198,1260,1926,16884,1,tt0016884,movie,Flesh and the Devil,Flesh and the Devil,0,1926,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
199,1310,1926,17925,0,tt0017925,movie,The General,The General,0,1926,\N,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
200,1966,1926,16895,0,tt0016895,movie,For Heaven's Sake,For Heaven's Sake,0,1926,\N,58,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
201,3217,1926,17410,3,tt0017410,movie,So's Your Old Man,So's Your Old Man,0,1926,\N,67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
202,5974,1926,15532,1,tt0015532,movie,The Adventures of Prince Achmed,Die Abenteuer des Prinzen Achmed,0,1926,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
203,1227,1927,18033,3,tt0018033,movie,It,It,0,1927,\N,72,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
204,1267,1927,17136,1,tt0017136,movie,Metropolis,Metropolis,0,1927,\N,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0
205,1312,1927,18192,2,tt0018192,movie,Napoleon,Napoléon vu par Abel Gance,0,1927,\N,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
206,1311,1927,18528,0,tt0018528,movie,The Unknown,The Unknown,0,1927,\N,68,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
207,1632,1927,18455,2,tt0018455,movie,Sunrise,Sunrise: A Song of Two Humans,0,1927,\N,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
208,1964,1927,18051,0,tt0018051,movie,The Kid Brother,The Kid Brother,0,1927,\N,82,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
209,1982,1927,18199,0,tt0018199,movie,Nevada,Nevada,0,1927,\N,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
210,2010,1927,18183,3,tt0018183,movie,My Best Girl,My Best Girl,0,1927,\N,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
211,3118,1927,18578,1,tt0018578,movie,Wings,Wings,0,1927,\N,144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
212,5975,1927,18037,1,tt0018037,movie,The Jazz Singer,The Jazz Singer,0,1927,\N,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0
213,7324,1927,17825,1,tt0017825,movie,Downhill,Downhill,0,1927,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,0
214,11142,1927,17739,3,tt0017739,movie,The Cat and the Canary,The Cat and the Canary,0,1927,\N,108,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1
215,1314,1928,19254,0,tt0019254,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,\N,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
216,1963,1928,19412,0,tt0019412,movie,Speedy,Speedy,0,1928,\N,85,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
217,1968,1928,18773,0,tt0018773,movie,The Circus,The Circus,0,1928,\N,72,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
218,1970,1928,18742,0,tt0018742,movie,The Cameraman,The Cameraman,0,1928,\N,76,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
219,1971,1928,19421,0,tt0019421,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,\N,70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
220,1972,1928,19304,0,tt0019304,movie,The Racket,The Racket,0,1928,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,0
221,1977,1928,18684,0,tt0018684,movie,Beggars of Life,Beggars of Life,0,1928,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0
222,1979,1928,19290,1,tt0019290,movie,The Power of the Press,The Power of the Press,0,1928,\N,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
223,1980,1928,18937,0,tt0018937,movie,A Girl in Every Port,A Girl in Every Port,0,1928,\N,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
224,2013,1928,19258,3,tt0019258,movie,The Patsy,The Patsy,0,1928,\N,78,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
225,2017,1928,19571,2,tt0019571,movie,While the City Sleeps,While the City Sleeps,0,1928,\N,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
226,2021,1928,19130,2,tt0019130,movie,The Man Who Laughs,The Man Who Laughs,0,1928,\N,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0
227,5912,1928,18806,1,tt0018806,movie,The Crowd,The Crowd,0,1928,\N,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
228,5984,1928,18839,2,tt0018839,movie,The Docks of New York,The Docks of New York,0,1928,\N,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,0
229,9314,1928,19237,2,tt0019237,movie,Our Dancing Daughters,Our Dancing Daughters,0,1928,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
230,1313,1929,20530,0,tt0020530,short,An Andalusian Dog,Un chien andalou,0,1929,\N,16,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
231,1953,1929,19777,2,tt0019777,movie,The Cocoanuts,The Cocoanuts,0,1929,\N,96,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
232,1962,1929,20572,0,tt0020572,movie,Welcome Danger,Welcome Danger,0,1929,\N,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
233,2324,1929,18737,3,tt0018737,movie,Pandora's Box,Die Büchse der Pandora,0,1929,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
234,3897,1929,19760,0,tt0019760,movie,Man with a Movie Camera,Chelovek s kino-apparatom,0,1929,\N,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
235,5979,1929,19702,2,tt0019702,movie,Blackmail,Blackmail,0,1929,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,0
236,6046,1929,20286,0,tt0020286,movie,A Throw of Dice,Prapanch Pash,0,1929,\N,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
237,7287,1929,21015,3,tt0021015,movie,Juno and the Paycock,Juno and the Paycock,0,1929,\N,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
238,8464,1929,19729,3,tt0019729,movie,The Broadway Melody,The Broadway Melody,0,1929,\N,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1
239,1315,1930,20697,1,tt0020697,movie,The Blue Angel,Der blaue Engel,0,1930,\N,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
240,1316,1930,20629,0,tt0020629,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,\N,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,0
241,1326,1930,20641,3,tt0020641,movie,Anna Christie,Anna Christie,0,1930,\N,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
242,3713,1930,21040,3,tt0021040,movie,Ladies of Leisure,Ladies of Leisure,0,1930,\N,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
243,3871,1930,21577,0,tt0021577,movie,The Golden Age,L'âge d'or,0,1930,\N,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
244,3865,1930,21156,1,tt0021156,movie,Morocco,Morocco,0,1930,\N,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
245,3927,1930,21148,3,tt0021148,movie,Min and Bill,Min and Bill,0,1930,\N,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
246,4253,1930,20670,2,tt0020670,movie,Be Yourself!,Be Yourself!,0,1930,\N,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
247,6782,1930,20668,3,tt0020668,movie,The Bat Whispers,The Bat Whispers,0,1930,\N,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
248,7291,1930,21165,3,tt0021165,movie,Murder!,Murder!,0,1930,\N,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,1
